date,title,url,afinn
30092018,Vil åbne medicinskabet med vaccinationer: Giv folk frihed til at beskytte sig selv,/nyheder/politik/vil-aabne-medicinskabet-med-vaccinationer-giv-folk-frihed-til-beskytte-sig-selv,3.0
28092018,Bertel Haarder hylder niqab-krammende betjent som partifælle har klaget over ,/nyheder/politik/bertel-haarder-hylder-niqab-krammende-betjent-som-partifaelle-har-klaget-over,2.0
28092018,Landbruget får politisk håndsrækning på 380 millioner kroner,/nyheder/politik/landbruget-faar-politisk-haandsraekning-paa-380-millioner-kroner,0.0
27092018,Et nyt borgerforslag når til Folketingssalen: Men hvor langt er vi egentlig kommet?,/nyheder/politik/et-nyt-borgerforslag-naar-til-folketingssalen-men-hvor-langt-er-vi-egentlig-kommet,1.0
27092018,"Regeringspartier til V-borgmestre: Der skal styr på integrationen, før vi tager imod kvoteflygtninge",/nyheder/politik/regeringspartier-til-v-borgmestre-der-skal-styr-paa-integrationen-foer-vi-tager-imod,-1.0
27092018,S vil tilføre kommuner to milliarder som kompensation for fejl i udligningssystemet,/nyheder/politik/s-vil-tilfoere-kommuner-milliarder-som-kompensation-fejl-i-udligningssystemet,-2.0
27092018,V-borgmestre: Vi er klar til at modtage kvoteflygtninge igen,/nyheder/politik/v-borgmestre-vi-er-klar-til-modtage-kvoteflygtninge-igen,1.0
26092018,Kriminolog: Socialdemokratiets rekrutteringsforslag løser ikke problemerne,/nyheder/politik/kriminolog-socialdemokratiets-rekrutteringsforslag-loeser-ikke-problemerne,-1.0
26092018,Beskæftigelsesminister vil ikke hæve dagpenge: Vi har et attraktivt system ,/nyheder/politik/beskaeftigelsesminister-vil-ikke-haeve-dagpenge-vi-har-et-attraktivt-system,0.0
26092018,I ny mediekampagne kræver LO højere dagpenge,/nyheder/politik/i-ny-mediekampagne-kraever-lo-hojere-dagpenge,1.0
26092018,Klimarådet vil have statstilskud på minimum 100.000 elbiler,/nyheder/politik/klimaradet-vil-have-statstilskud-pa-minimum-100000-elbiler,0.0
26092018,Inden bandemøde hos Pape: Socialdemokratiet vil kriminalisere rekruttering af børn,/nyheder/politik/inden-bandemoede-hos-pape-socialdemokratiet-vil-kriminalisere-rekruttering-af-boern,0.0
25092018,LIVE-TV Rasmus Jarlov i samråd om Danske Bank og hvidvask,/nyheder/politik/live-tv-rasmus-jarlov-i-samraad-om-danske-bank-og-hvidvask,0.0
25092018,Justitsministerium skal forklare samarbejdet med medier i LTF-solohistorie,/nyheder/politik/justitsministerium-skal-forklare-samarbejdet-med-medier-i-ltf-solohistorie,0.0
25092018,Joachim B. Olsen langer ud efter Venstre: Taler med to tunger i kampagne,/nyheder/politik/joachim-b-olsen-langer-ud-efter-venstre-taler-med-tunger-i-kampagne,0.0
24092018,DF-ordfører: Anhold iraner i Danmark efter terrorangreb,/nyheder/politik/df-ordforer-anhold-iraner-i-danmark-efter-terrorangreb,0.0
23092018,K-bagland kræver grøn omstilling højt på dagordenen,/nyheder/politik/k-bagland-kraever-groen-omstilling-hoejt-paa-dagordenen,0.0
23092018,Ny måling fastholder K i historisk ringe valgresultat,/nyheder/politik/ny-maaling-fastholder-k-i-historisk-ringe-valgresultat,0.0
23092018,ANALYSE Frederiksen gav Thulesen et svirp - men de to har kurs mod Plan B og magten i Danmark,/nyheder/politik/politiske-analyser/analyse-frederiksen-gav-thulesen-et-svirp-men-de-har-kurs-mod,0.0
23092018,Mette F. vil tage opgør med sin egen reform af førtidspension,/nyheder/politik/mette-f-vil-tage-opgor-med-sin-egen-reform-af-fortidspension,0.0
23092018,Oppositionen vil bevare skat på fri telefon: Det er en skjult topskattelettelse,/nyheder/politik/oppositionen-vil-bevare-skat-paa-fri-telefon-det-er-en-skjult-topskattelettelse,1.0
22092018,Løkke: Vi skal sætte en deadline for udfasning af benzinbiler,/nyheder/politik/lokke-vi-skal-saette-en-deadline-udfasning-af-benzinbiler,0.0
22092018,Efter hvidvaskskandale: S vil have offentlige repræsentanter tilbage i bankbestyrelser,/nyheder/politik/efter-hvidvaskskandale-s-vil-have-offentlige-repraesentanter-tilbage-i,0.0
22092018,Konservativ retsordfører åbner for at straffe sex uden samtykke,/nyheder/politik/konservativ-retsordfoerer-aabner-straffe-sex-uden-samtykke,0.0
22092018,Henrik Sass: Vi har meget mere til fælles med DF end med Radikale,/nyheder/politik/henrik-sass-vi-har-meget-mere-til-faelles-med-df-end-med-radikale,0.0
22092018,Pape hiver Løkke op af hatten på landsråd: 'I blå blok er vi en familie',/nyheder/politik/pape-hiver-loekke-op-af-hatten-paa-landsraad-i-blaa-blok-er-vi-en-familie,-1.0
22092018,Mette Frederiksen til Thulesen: Lad være med at spise Løkkes skovsnegl,/nyheder/politik/mette-frederiksen-til-thulesen-lad-vaere-med-spise-loekkes-skovsnegl,0.0
22092018,Pape tordner mod arveafgift i formandstale: Skal på bordet i regeringsforhandlinger,/nyheder/politik/pape-tordner-mod-arveafgift-i-formandstale-skal-paa-bordet-i-regeringsforhandlinger,0.0
22092018,LIVE-TV Konservative holder landsråd og Socialdemokratiet holder kongres,/nyheder/politik/live-tv-konservative-holder-landsraad-og-socialdemokratiet-holder-kongres,0.0
22092018,Socialdemokratiske folketingsmedlemmer åbner for regering med DF om nogle år,/nyheder/politik/socialdemokratiske-folketingsmedlemmer-aabner-regering-med-df-om-nogle-aar,0.0
